description,image_url,price
"Gold Kundan Earring Pearl String Pendant Necklace Set,Gold Green Kundan Floral Pendant Necklace Set,Gold Kundan Blue Bead Pearl Earring Necklace Set,Gold Kundan Mangtika Earring Necklace Set,Gold Maroon Kundan Floral Necklace Set,Gold Kundan Green Drop Pearl Earring Necklace Set,Gold Green Kundan Bead Drop Earring Necklace Set,Gold Kundan Pearl Earring Necklace Set,White Blue Diamond Drop String Earring Necklace Set,White Diamond Floral Bunch Earring Necklace Set,White Diamond Aqua Drop Earring Necklace Set,Gold Textured Contemporary Choker Necklace Set,Gold Kundan Green Bead String Earring Necklace Set,Gold Red Kundan Bead Earring Necklace Set,Gold Kundan Aqua Stone Floral Pendant Necklace Set,Gold Kundan Multicolor Stone Earring Necklace Set,Gold Kundan Multi Pearl String Earring Necklace Set,Blue Bead Kundan Earring Necklace Set,Dual Gold Kundan Pearl Earring Necklace Set,Gold Kundan Pear Dainty Drop Earrings Necklace Set,Gold Kundan Dual Pearl Earring Necklace Set,Gold Kundan Cascade Earring Necklace Set,Gold Leaf Kundan Double Pearl Earrings Necklace Set,Rose Gold Plated Crystal Necklace Set,Gold Kundan Green Drop Double Orb Earring Necklace Set,Gold Round Kundan Pearl Earring Necklace Set,Dual Gold Kundan Green Bead Earring Necklace Set,White Blue Diamond Earring Pendant Necklace Set,Silver Oxidized Green Stone Star Earring Necklace Set,Gold Kundan Red Drop Meena Earring Necklace Set,Gold Kundan Tukdi Earring Necklace Set,Gold Kundan Blue Bead Earring Necklace Set,Gold Orb Kundan Double Pearl Earrings Necklace Set,Gold Kundan Red White Bead Earrimg Necklace Set,Green Enamal Kundan Petal Earring Necklace Set,Gold Bead Cluster Earring Neckace Set,Gold Kundan Pearl Drop Earring Necklace Set,Green Bead Kundan Earring Necklace Set,Multi Gold Kundan Red Meena Beaded Earring Necklace Set,Gold Kundan Pearl Drop Earring Necklace Set,Gold Kundan Single Orb Earring Necklace Set,Dual Toned Oxidized Triangular Earrings Necklace Set","/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg,/themes/default/images/indya/loader.jpg"," 1500, 2100, 1750, 3500, 2250, 1750, 3750, 2375, 2875, 2750, 2450, 1100, 2000, 1600, 1475, 2000, 2000, 1750, 2000, 1750, 2000, 2250, 1750, 2450, 2250, 1750, 1750, 2625, 1750, 2250, 2500, 1750, 1750, 1750, 1750, 1800, 1750, 1750, 1750, 2375, 2900, 1900"
